,Film,PageRank Score,Country,tconst,Year
387,The Broadway Melody (1929),0.00024461733079824365,USA,tt0019729,1929
388,Chikan densha (1975),0.00024393101686705145,Japan,tt0355994,1975
389,Fun & Fancy Free (1947),0.00024196603477414074,USA,tt0039404,1947
390,The Time Machine (1960),0.00024156976660686871,USA,tt0054387,1960
391,The Grapes of Wrath (1940),0.00024065811447096131,USA,tt0032551,1940
392,The Lone Wolf (1917),0.00024061702321682635,USA,tt0008201,1917
393,Tarzan the Tiger (1929),0.00024049430278498868,USA,tt0020481,1929
394,WUSA (1970),0.00023935713837144854,USA,tt0066540,1970
395,Eraserhead (1977),0.00023908222710989708,USA,tt0074486,1977
396,Zombies of Mora Tau (1957),0.00023897272307961856,USA,tt0051226,1957
397,Across the Wide Missouri (1951),0.000238943202659588,USA,tt0043262,1951
398,Guess Who's Coming to Dinner (1967),0.0002388923294257085,USA,tt0061735,1967
399,Come Fill the Cup (1951),0.00023846275600239084,USA,tt0043424,1951
400,Detective Story (1951),0.00023846275600239084,USA,tt0043465,1951
401,Westworld (1973),0.0002384439170192615,USA,tt0070909,1973
402,MASH (1970),0.00023781392269944554,USA,tt0066026,1970
403,Intolerance: Love's Struggle Throughout the Ages (1916),0.0002369194833536995,USA,tt0006864,1916
404,Banshun (1949),0.00023689323086563288,Japan,tt0041154,1949
405,Tang shan da xiong (1971),0.00023677934990800126,Hong Kong,tt0067824,1971
406,The Goldwyn Follies (1938),0.00023677263716934938,USA,tt0030194,1938
407,What Ever Happened to Baby Jane? (1962),0.00023674691598809364,USA,tt0056687,1962
408,The Manchurian Candidate (1962),0.00023604444472838737,USA,tt0056218,1962
409,The Lost Weekend (1945),0.00023528839819420626,USA,tt0037884,1945
410,The Sixth Sense (1999),0.00023485424126360312,USA,tt0167404,1999
411,The Warriors (1979),0.00023482043657945757,USA,tt0080120,1979
412,Robin Hood (1922),0.00023476194685677175,USA,tt0013556,1922
413,Zoku Miyamoto Musashi: Ichijôji no kettô (1955),0.0002346754396339108,Japan,tt0048579,1955
414,Dersu Uzala (1975),0.00023463622397743012,Japan,tt0071411,1975
415,633 Squadron (1964),0.00023453253045429404,USA,tt0057811,1964
416,One of Our Dinosaurs Is Missing (1975),0.00023453253045429404,USA,tt0075016,1975
417,Kairyu daikessen (1966),0.00023453253045429404,Japan,tt0060579,1966
418,Zoku hesokuri shacho (1956),0.0002340573505263946,Japan,tt0298615,1956
419,Tsuribaka nisshi (1988),0.0002336132480776966,Japan,tt0203174,1988
420,Meitantei Conan: Tokei-jikake no matenrou (1997),0.00023361324807769654,Japan,tt0131479,1997
421,Mosura (1961),0.00023356292664833658,Japan,tt0055198,1961
422,Broken Blossoms or The Yellow Man and the Girl (1919),0.00023282394992580943,USA,tt0009968,1919
423,The Adventures of Tom Sawyer (1938),0.00023238307634237945,USA,tt0029844,1938
424,Song of the Islands (1942),0.00023086261452954701,USA,tt0035361,1942
425,Barry Lyndon (1975),0.0002306746983472367,USA,tt0072684,1975
426,Kiss Me Deadly (1955),0.0002296695832826777,USA,tt0048261,1955
427,East of Eden (1955),0.0002271341623022396,USA,tt0048028,1955
428,"Think Fast, Mr. Moto (1937)",0.00022708522560055554,USA,tt0029660,1937
429,Head (1968),0.0002269589833079149,USA,tt0063049,1968
430,Star Wars: Episode I - The Phantom Menace (1999),0.00022566802008661005,USA,tt0120915,1999
431,Friday the 13th Part III (1982),0.00022510809921083357,USA,tt0083972,1982
432,Death Wish (1974),0.00022373893154478358,USA,tt0071402,1974
433,Fatal Attraction (1987),0.0002235755808974562,USA,tt0093010,1987
434,Lover Come Back (1961),0.0002234786365791242,USA,tt0055100,1961
435,His Girl Friday (1940),0.00022314334072754652,USA,tt0032599,1940
436,When Harry Met Sally... (1989),0.0002221165664670363,USA,tt0098635,1989
437,The Sandpiper (1965),0.0002220986153184663,USA,tt0059674,1965
438,Daigaku no wakadaishô (1961),0.00022171928590354283,Japan,tt0054783,1961
439,The Happiest Millionaire (1967),0.0002214928765249159,USA,tt0061749,1967
440,Flying Tigers (1942),0.00022137167110968626,USA,tt0034742,1942
441,Koyaanisqatsi (1982),0.00022091541899941196,USA,tt0085809,1982
442,Range War (1939),0.0002207141999849823,USA,tt0031838,1939
443,Alice in Wonderland (1933),0.00022046518867307162,USA,tt0023753,1933
444,An American Werewolf in London (1981),0.00022040893593327536,USA,tt0082010,1981
445,The Hound of the Baskervilles (1939),0.00021996744940452648,USA,tt0031448,1939
446,Live and Let Die (1973),0.0002199428173047559,USA,tt0070328,1973
447,Sisters (1972),0.00021878518398883978,USA,tt0070698,1972
448,To Kill a Mockingbird (1962),0.00021868326470358626,USA,tt0056592,1962
449,The Little Mermaid (1989),0.00021868038753739596,USA,tt0097757,1989
450,True Grit (1969),0.00021865286844503995,USA,tt0065126,1969
451,Rashômon (1950),0.00021824326097650803,Japan,tt0042876,1950
452,Them! (1954),0.00021754597215937143,USA,tt0047573,1954
453,Platoon (1986),0.0002174266798041191,USA,tt0091763,1986
454,Stalag 17 (1953),0.0002171917150470821,USA,tt0046359,1953
455,Super Fly (1972),0.00021636644222043123,USA,tt0069332,1972
456,Trail of Terror (1943),0.0002162735024418833,USA,tt0037390,1943
457,The Killer Shrews (1959),0.0002160428635408328,USA,tt0052969,1959
458,The Hideous Sun Demon (1959),0.0002149723239590392,USA,tt0052888,1959
459,The Last Man on Earth (1964),0.00021444204937451377,USA,tt0058700,1964
460,The Hunchback of Notre Dame (1939),0.00021435356802780733,USA,tt0031455,1939
461,Pretty Woman (1990),0.00021432373141682073,USA,tt0100405,1990
462,Friday the 13th Part 2 (1981),0.00021398659537709666,USA,tt0082418,1981
463,Show Boat (1929),0.00021340037234991691,USA,tt0020402,1929
464,McCabe & Mrs. Miller (1971),0.00021313295967296018,USA,tt0067411,1971
465,Tootsie (1982),0.000212191807567876,USA,tt0084805,1982
466,Gold Diggers of Broadway (1929),0.00021004617301850748,USA,tt0019936,1929
467,Two Thousand Maniacs! (1964),0.00020945565180857274,USA,tt0058694,1964
468,Braveheart (1995),0.00020920420116178636,USA,tt0112573,1995
469,Ferris Bueller's Day Off (1986),0.00020885221673017806,USA,tt0091042,1986
470,Gimme Shelter (1970),0.00020883298244402345,USA,tt0065780,1970
471,Total Recall (1990),0.00020880171298275484,USA,tt0100802,1990
472,White Heat (1949),0.00020836763728432456,USA,tt0042041,1949
473,King Solomon's Mines (1950),0.0002079432740378859,USA,tt0042646,1950
474,Dr. Jekyll and Mr. Hyde (1931),0.00020785263967286677,USA,tt0022835,1931
475,The Trial of Mary Dugan (1929),0.00020781385036456514,USA,tt0020516,1929
476,Three Sailors and a Girl (1953),0.00020774637475467326,USA,tt0046424,1953
477,The Hills Have Eyes (1977),0.00020769725974491813,USA,tt0077681,1977
478,Raging Bull (1980),0.0002075507674624486,USA,tt0081398,1980
479,Cool Hand Luke (1967),0.0002073905558688697,USA,tt0061512,1967
480,Show Boat (1936),0.00020655831385171268,USA,tt0028249,1936
481,Fort Apache (1948),0.00020646390883283017,USA,tt0040369,1948
482,Love Finds Andy Hardy (1938),0.00020508844844480727,USA,tt0030386,1938
483,A Farewell to Arms (1932),0.00020451935846933883,USA,tt0022879,1932
484,The Fly (1958),0.00020352389597254523,USA,tt0051622,1958
485,Show Boat (1951),0.00020274173423193156,USA,tt0044030,1951
486,Jungle Jim (1937),0.00020273341675225445,USA,tt0027829,1937
487,Field of Dreams (1989),0.00020263431293105958,USA,tt0097351,1989
488,Roarin' Lead (1936),0.0002023550362651455,USA,tt0028194,1936
489,Every Saturday Night (1936),0.00020224210870699975,USA,tt0027584,1936
490,Kôkaku Kidôtai (1995),0.00020132989484893885,Japan,tt0113568,1995
491,Spook Busters (1946),0.0002009954222890877,USA,tt0038976,1946
492,It's a Mad Mad Mad Mad World (1963),0.0002008305575232349,USA,tt0057193,1963
493,Bowery Bombshell (1946),0.0002006404449545053,USA,tt0038378,1946
494,Vera Cruz (1954),0.00020061703632424715,USA,tt0047647,1954
495,Swedish Erotica 27 (1981),0.00020050499896786964,USA,tt0188219,1981
496,The Goonies (1985),0.0002002098647828096,USA,tt0089218,1985
497,The Dirty Dozen (1967),0.00020010291839719067,USA,tt0061578,1967
498,Clerks (1994),0.00019992328306139723,USA,tt0109445,1994
499,The Toolbox Murders (1978),0.00019978131981515846,USA,tt0078405,1978
500,Lassie Come Home (1943),0.0001992180625351713,USA,tt0036098,1943
501,Kumonosu-jô (1957),0.00019910051663270394,Japan,tt0050613,1957
502,Dick Tracy (1945),0.0001986693155652722,USA,tt0037642,1945
503,Jingi naki tatakai (1973),0.00019850855684592342,Japan,tt0070246,1973
504,Song of the South (1946),0.0001981986370417398,USA,tt0038969,1946
505,Toy Story (1995),0.0001981640273155433,USA,tt0114709,1995
506,Abbott and Costello Go to Mars (1953),0.0001980984133386173,USA,tt0045468,1953
507,Plan 9 from Outer Space (1959),0.00019801882540059287,USA,tt0052077,1959
508,Captain America (1944),0.00019799707424999975,USA,tt0036697,1944
509,Doctor Zhivago (1965),0.00019781966204164,USA,tt0059113,1965
510,Mildred Pierce (1945),0.00019765532847910116,USA,tt0037913,1945
511,Rocky II (1979),0.00019749075331273728,USA,tt0079817,1979
512,Ringu (1998),0.00019715660203076796,Japan,tt0178868,1998
513,Ghost (1990),0.00019692492647652407,USA,tt0099653,1990
514,The Adventures of Robin Hood (1938),0.00019669417979817716,USA,tt0029843,1938
515,Revolt of the Zombies (1936),0.00019655848141801843,USA,tt0028174,1936
516,Scream (1996),0.00019631193589336182,USA,tt0117571,1996
517,Blowup (1966),0.0001948242571821142,USA,tt0060176,1966
518,They Died with Their Boots On (1941),0.00019425534817569146,USA,tt0034277,1941
519,This Island Earth (1955),0.00019330037240834834,USA,tt0047577,1955
520,Star Trek: The Motion Picture (1979),0.0001932635602856645,USA,tt0079945,1979
521,The Deer Hunter (1978),0.00019301250448980006,USA,tt0077416,1978
522,A Few Good Men (1992),0.00019291730615996698,USA,tt0104257,1992
523,Task Force (1949),0.00019290964871240517,USA,tt0041948,1949
524,Home Alone (1990),0.00019185699918097886,USA,tt0099785,1990
525,Akumyô (1961),0.00019164179820578537,Japan,tt0122881,1961
526,Behind That Curtain (1929),0.00019149380775685814,USA,tt0019684,1929
527,Strangers on a Train (1951),0.0001914105510804187,USA,tt0044079,1951
528,I Am a Fugitive from a Chain Gang (1932),0.00019122040765989147,USA,tt0023042,1932
529,The Lone Rider Rides On (1941),0.00019062970424250494,USA,tt0033844,1941
530,Law of the Pampas (1939),0.0001899135342747266,USA,tt0031557,1939
531,Risky Business (1983),0.00018742111482866723,USA,tt0086200,1983
532,East Side Kids (1940),0.0001873247592429784,USA,tt0032428,1940
533,Oklahoma Terror (1939),0.00018710586804949453,USA,tt0031748,1939
534,Otoko wa tsurai yo: Fûten no Tora (1970),0.00018664688140429292,Japan,tt0125970,1970
535,The Usual Suspects (1995),0.000186546340642553,USA,tt0114814,1995
536,Saving Private Ryan (1998),0.0001865367906469615,USA,tt0120815,1998
537,Mean Streets (1973),0.0001864215612786582,USA,tt0070379,1973
538,The Princess Bride (1987),0.00018638153272485704,USA,tt0093779,1987
539,Young Dr. Kildare (1938),0.00018600324225407722,USA,tt0031000,1938
540,Blazing Saddles (1974),0.00018588794139832827,USA,tt0071230,1974
541,Magnum Force (1973),0.0001857693918745676,USA,tt0070355,1973
542,Modern Times (1936),0.00018573892479985742,USA,tt0027977,1936
543,The Canary Murder Case (1929),0.0001851712165538518,USA,tt0019745,1929
544,The Egg and I (1947),0.00018499022064206482,USA,tt0039349,1947
545,Daikaijû Gamera (1965),0.00018483049535159024,Japan,tt0059080,1965
546,Penny Serenade (1941),0.00018444002252271865,USA,tt0034012,1941
547,Spite Marriage (1929),0.0001840801004101099,USA,tt0020442,1929
548,Killer's Kiss (1955),0.00018395959718139437,USA,tt0048254,1955
549,The Case of the Howling Dog (1934),0.00018372674441428225,USA,tt0024958,1934
550,Once Upon a Time in America (1984),0.00018289328313206667,USA,tt0087843,1984
551,The Strawberry Blonde (1941),0.0001825353080018783,USA,tt0034236,1941
552,Unknown Island (1948),0.00018248153094135608,USA,tt0040920,1948
553,Mommie Dearest (1981),0.00018234037656832504,USA,tt0082766,1981
554,Shock Corridor (1963),0.0001822264458262442,USA,tt0057495,1963
555,Jing wu men (1972),0.0001819505843090067,Hong Kong,tt0068767,1972
556,Airplane! (1980),0.0001818845176836856,USA,tt0080339,1980
557,Bara no sôretsu (1969),0.0001815031549553126,Japan,tt0064068,1969
558,Bulldog Drummond (1929),0.0001809677228971219,USA,tt0019735,1929
559,The Hunt for Red October (1990),0.0001808679711237594,USA,tt0099810,1990
560,Dirty Dancing (1987),0.00018003296013503035,USA,tt0092890,1987
561,Re-Animator (1985),0.0001799227721444574,USA,tt0089885,1985
562,The Mysterious Dr. Fu Manchu (1929),0.00017937198599617414,USA,tt0020197,1929
563,Trailing Double Trouble (1940),0.00017933652156233888,USA,tt0033181,1940
564,"20,000 Leagues Under the Sea (1954)",0.0001789675539937763,USA,tt0046672,1954
565,The Apartment (1960),0.0001788022207366096,USA,tt0053604,1960
566,Rocky IV (1985),0.0001786867281121536,USA,tt0089927,1985
567,A Boy and His Dog (1975),0.00017842581810886514,USA,tt0072730,1975
568,Misery (1990),0.00017829823328931608,USA,tt0100157,1990
569,The Covered Wagon (1923),0.00017786977759515037,USA,tt0013951,1923
570,Winterhawk (1975),0.00017755525628375895,USA,tt0075432,1975
571,Nemuri Kyôshirô: Sappôchô (1963),0.00017751898816558844,Japan,tt0148940,1963
572,The Lost Boys (1987),0.00017743854452927977,USA,tt0093437,1987
573,Giant (1956),0.0001766716699367724,USA,tt0049261,1956
574,The Slumber Party Massacre (1982),0.0001762013814915707,USA,tt0084695,1982
575,The Fog (1980),0.0001760203640151622,USA,tt0080749,1980
576,WarGames (1983),0.00017596143554188717,USA,tt0086567,1983
577,At the Circus (1939),0.00017580601402088702,USA,tt0031060,1939
578,20 Million Miles to Earth (1957),0.0001753372139323795,USA,tt0050084,1957
579,Diamonds Are Forever (1971),0.0001751555293621696,USA,tt0066995,1971
580,Nashville (1975),0.0001748062342599852,USA,tt0073440,1975
581,Tanin no kao (1966),0.00017392523282926356,Japan,tt0061065,1966
582,12 Angry Men (1957),0.00017390422984935286,USA,tt0050083,1957
583,American Beauty (1999),0.00017311323574466703,USA,tt0169547,1999
584,The Gay Falcon (1941),0.00017305072164500128,USA,tt0033650,1941
585,Men in Black (1997),0.00017301780717752385,USA,tt0119654,1997
586,Aladdin (1992),0.0001728320355596018,USA,tt0103639,1992
587,The Man Who Knew Too Much (1956),0.0001727369206987778,USA,tt0049470,1956
588,Zoku Zatôichi monogatari (1962),0.00017220002695349695,Japan,tt0200309,1962
589,Police Academy (1984),0.00017209644385214888,USA,tt0087928,1984
590,Captain Blood (1935),0.00017201285696781505,USA,tt0026174,1935
591,Attack on the Iron Coast (1968),0.00017200595556124006,USA,tt0062688,1968
592,Sleeping Beauty (1959),0.00017170395655008496,USA,tt0053285,1959
593,Colossus: The Forbin Project (1970),0.00017078568008297313,USA,tt0064177,1970
594,Kitty Foyle (1940),0.00017076722553600656,USA,tt0032671,1940
595,All About Eve (1950),0.0001706195115996337,USA,tt0042192,1950
596,Manos: The Hands of Fate (1966),0.00017055913420110184,USA,tt0060666,1966
597,Crime Doctor (1943),0.00017020652348789464,USA,tt0035766,1943
598,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.0001701044034599048,USA,tt0325980,2003
599,Rambo III (1988),0.00016986739458674927,USA,tt0095956,1988
600,Annie (1982),0.0001698236028464298,USA,tt0083564,1982
601,Aroused (1966),0.00016975390067113758,USA,tt0060127,1966
602,Thunder Road (1958),0.00016946792249482412,USA,tt0052293,1958
603,Johnny Wadd (1971),0.0001691332788043457,USA,tt0141442,1971
604,Santa Fe Marshal (1940),0.00016880410606268952,USA,tt0033020,1940
605,Zardoz (1974),0.00016835558421738594,USA,tt0070948,1974
606,The Mark of Zorro (1920),0.00016828733678707298,USA,tt0011439,1920
607,You're Only Young Once (1937),0.00016755756130242832,USA,tt0030997,1937
608,Blondie Meets the Boss (1939),0.0001674012337225062,USA,tt0031107,1939
609,Earthquake (1974),0.00016721544565985517,USA,tt0071455,1974
610,I Drink Your Blood (1970),0.00016651280195990471,USA,tt0067229,1970
611,The Town That Dreaded Sundown (1976),0.00016649117858487996,USA,tt0075342,1976
612,Driving Miss Daisy (1989),0.00016634217822880532,USA,tt0097239,1989
613,Reflections in a Golden Eye (1967),0.00016626614364872964,USA,tt0062185,1967
614,Camille (1936),0.00016613156062998764,USA,tt0028683,1936
615,The Fugitive (1993),0.00016545579289092464,USA,tt0106977,1993
616,The Prisoner of Zenda (1937),0.00016539444391899696,USA,tt0029442,1937
617,The Killers (1946),0.00016535639446664532,USA,tt0038669,1946
618,Captain Blood (1924),0.00016493312563411997,USA,tt0014759,1924
619,Smokey and the Bandit (1977),0.0001643890843143301,USA,tt0076729,1977
620,Bijo to ekitai ningen (1958),0.00016430797956705118,Japan,tt0051413,1958
621,Supervixens (1975),0.00016426528191692906,USA,tt0073768,1975
622,Kingu Kongu tai Gojira (1962),0.00016365528255965532,"Japan,USA",tt13364334,1962
623,Paranormal Activity (2007),0.00016350052825774965,USA,tt1179904,2007
624,Sands of Iwo Jima (1949),0.00016337540779346043,USA,tt0041841,1949
625,The Big Sleep (1946),0.00016296930080189446,USA,tt0038355,1946
626,Harikiri shacho (1956),0.0001627723643808721,Japan,tt0298357,1956
627,The Crow (1994),0.00016259527593718052,USA,tt0109506,1994
628,Spider-Man (2002),0.00016223864931237079,USA,tt0145487,2002
629,101 Acts of Love (1971),0.00016197334744805285,USA,tt0445157,1971
630,Summer of '42 (1971),0.00016195997220139132,USA,tt0067803,1971
631,Flash Gordon (1980),0.00016167994591019899,USA,tt0080745,1980
632,The Car (1977),0.00016161224387884932,USA,tt0075809,1977
633,Frenzy (1972),0.00016133540652052202,USA,tt0218980,1972
634,Straw Dogs (1971),0.00016123794481861815,USA,tt0067800,1971
635,Written on the Wind (1956),0.00015988816484497872,USA,tt0049966,1956
636,Akira (1988),0.0001597553005882033,Japan,tt0094625,1988
637,Kelly's Heroes (1970),0.00015966484209864465,USA,tt0065938,1970
638,Duel at Diablo (1966),0.00015921935518478213,USA,tt0060355,1966
639,The Case of the Stuttering Bishop (1937),0.00015891206198387906,USA,tt0028695,1937
640,Do the Right Thing (1989),0.00015878002492773075,USA,tt0097216,1989
641,Beach Blanket Bingo (1965),0.00015869337118355317,USA,tt0058953,1965
642,Sadie McKee (1934),0.00015865425731935334,USA,tt0025740,1934
643,Evilspeak (1981),0.00015855160118843909,USA,tt0082346,1981
644,The Killing (1956),0.00015850477797345688,USA,tt0049406,1956
645,The Rock (1996),0.0001584750783755171,USA,tt0117500,1996
